"zip","lat","lng","city","state_id","state_name","zcta","parent_zcta","population","density","county_fips","county_name","county_weights","county_names_all","county_fips_all","imprecise","military","timezone"
"95230","37.97361","-120.86492","Farmington","CA","California","TRUE","","619","1.7","06099","Stanislaus","{""06099"": 48.49, ""06009"": 30.08, ""06077"": 21.42}","Stanislaus|Calaveras|San Joaquin","06099|06009|06077","FALSE","FALSE","America/Los_Angeles"
"95231","37.87331","-121.29272","French Camp","CA","California","TRUE","","4933","176.9","06077","San Joaquin","{""06077"": 100}","San Joaquin","06077","FALSE","FALSE","America/Los_Angeles"
"95232","38.36051","-120.57722","Glencoe","CA","California","TRUE","","145","11.3","06009","Calaveras","{""06009"": 100}","Calaveras","06009","FALSE","FALSE","America/Los_Angeles"
"95233","38.18622","-120.36859","Hathaway Pines","CA","California","TRUE","","250","59.9","06009","Calaveras","{""06009"": 100}","Calaveras","06009","FALSE","FALSE","America/Los_Angeles"
"95236","38.04218","-121.03176","Linden","CA","California","TRUE","","4756","14.4","06077","San Joaquin","{""06077"": 98.09, ""06009"": 1.91}","San Joaquin|Calaveras","06077|06009","FALSE","FALSE","America/Los_Angeles"
"95237","38.15953","-121.14845","Lockeford","CA","California","TRUE","","4099","213.4","06077","San Joaquin","{""06077"": 100}","San Joaquin","06077","FALSE","FALSE","America/Los_Angeles"
"95240","38.1177","-121.1627","Lodi","CA","California","TRUE","","49623","281.0","06077","San Joaquin","{""06077"": 100}","San Joaquin","06077","FALSE","FALSE","America/Los_Angeles"
"95242","38.13204","-121.38875","Lodi","CA","California","TRUE","","27448","116.6","06077","San Joaquin","{""06077"": 100}","San Joaquin","06077","FALSE","FALSE","America/Los_Angeles"
"95245","38.30189","-120.61975","Mokelumne Hill","CA","California","TRUE","","2422","13.4","06009","Calaveras","{""06009"": 100}","Calaveras","06009","FALSE","FALSE","America/Los_Angeles"
"95246","38.23662","-120.49589","Mountain Ranch","CA","California","TRUE","","1305","7.3","06009","Calaveras","{""06009"": 100}","Calaveras","06009","FALSE","FALSE","America/Los_Angeles"
"95247","38.14264","-120.44359","Murphys","CA","California","TRUE","","3594","29.5","06009","Calaveras","{""06009"": 100}","Calaveras","06009","FALSE","FALSE","America/Los_Angeles"
"95248","38.32433","-120.46051","Rail Road Flat","CA","California","TRUE","","38","0.5","06009","Calaveras","{""06009"": 100}","Calaveras","06009","FALSE","FALSE","America/Los_Angeles"
"95249","38.18986","-120.61784","San Andreas","CA","California","TRUE","","5533","26.3","06009","Calaveras","{""06009"": 100}","Calaveras","06009","FALSE","FALSE","America/Los_Angeles"
"95251","38.08024","-120.45769","Vallecito","CA","California","TRUE","","507","16.0","06009","Calaveras","{""06009"": 100}","Calaveras","06009","FALSE","FALSE","America/Los_Angeles"
"95252","38.15871","-120.84214","Valley Springs","CA","California","TRUE","","14644","49.6","06009","Calaveras","{""06009"": 100}","Calaveras","06009","FALSE","FALSE","America/Los_Angeles"
"95253","38.14725","-121.19525","Victor","CA","California","TRUE","","513","117.7","06077","San Joaquin","{""06077"": 100}","San Joaquin","06077","FALSE","FALSE","America/Los_Angeles"
"95254","38.20323","-120.95857","Wallace","CA","California","TRUE","","769","60.9","06009","Calaveras","{""06009"": 100}","Calaveras","06009","FALSE","FALSE","America/Los_Angeles"
"95255","38.42055","-120.47506","West Point","CA","California","TRUE","","1748","15.3","06009","Calaveras","{""06009"": 100}","Calaveras","06009","FALSE","FALSE","America/Los_Angeles"
"95257","38.38068","-120.45255","Wilseyville","CA","California","TRUE","","429","14.1","06009","Calaveras","{""06009"": 100}","Calaveras","06009","FALSE","FALSE","America/Los_Angeles"
