"zip","lat","lng","city","state_id","state_name","zcta","parent_zcta","population","density","county_fips","county_name","county_weights","county_names_all","county_fips_all","imprecise","military","timezone"
"29333","34.97092","-81.91069","Drayton","SC","South Carolina","TRUE","","197","187.8","45083","Spartanburg","{""45083"": 100}","Spartanburg","45083","FALSE","FALSE","America/New_York"
"29334","34.90372","-82.12526","Duncan","SC","South Carolina","TRUE","","15892","267.1","45083","Spartanburg","{""45083"": 100}","Spartanburg","45083","FALSE","FALSE","America/New_York"
"29335","34.65714","-81.90035","Enoree","SC","South Carolina","TRUE","","5644","22.8","45083","Spartanburg","{""45083"": 66.79, ""45059"": 18.98, ""45087"": 14.23}","Spartanburg|Laurens|Union","45083|45059|45087","FALSE","FALSE","America/New_York"
"29338","35.13444","-82.00172","Fingerville","SC","South Carolina","TRUE","","49","121.1","45083","Spartanburg","{""45083"": 100}","Spartanburg","45083","FALSE","FALSE","America/New_York"
"29340","34.98225","-81.59427","Gaffney","SC","South Carolina","TRUE","","20549","48.6","45021","Cherokee","{""45021"": 100}","Cherokee","45021","FALSE","FALSE","America/New_York"
"29341","35.1184","-81.71321","Gaffney","SC","South Carolina","TRUE","","19436","80.5","45021","Cherokee","{""45021"": 100}","Cherokee","45021","FALSE","FALSE","America/New_York"
"29346","34.94524","-81.83627","Glendale","SC","South Carolina","TRUE","","275","525.4","45083","Spartanburg","{""45083"": 100}","Spartanburg","45083","FALSE","FALSE","America/New_York"
"29349","35.07045","-82.0688","Inman","SC","South Carolina","TRUE","","34215","171.8","45083","Spartanburg","{""45083"": 100}","Spartanburg","45083","FALSE","FALSE","America/New_York"
"29351","34.42177","-81.80967","Joanna","SC","South Carolina","TRUE","","1470","119.7","45059","Laurens","{""45059"": 100}","Laurens","45059","FALSE","FALSE","America/New_York"
"29353","34.83064","-81.65636","Jonesville","SC","South Carolina","TRUE","","3628","15.3","45087","Union","{""45087"": 100}","Union","45087","FALSE","FALSE","America/New_York"
"29355","34.37012","-81.75894","Kinards","SC","South Carolina","TRUE","","855","4.1","45071","Newberry","{""45071"": 73.11, ""45059"": 26.89}","Newberry|Laurens","45071|45059","FALSE","FALSE","America/New_York"
"29356","35.14411","-82.26187","Landrum","SC","South Carolina","TRUE","","8392","39.5","45045","Greenville","{""45045"": 75.99, ""45083"": 24.01}","Greenville|Spartanburg","45045|45083","FALSE","FALSE","America/New_York"
"29360","34.49361","-82.04884","Laurens","SC","South Carolina","TRUE","","22143","56.9","45059","Laurens","{""45059"": 100}","Laurens","45059","FALSE","FALSE","America/New_York"
"29364","34.78846","-81.46202","Lockhart","SC","South Carolina","TRUE","","622","308.3","45087","Union","{""45087"": 99.72, ""45023"": 0.28}","Union|Chester","45087|45023","FALSE","FALSE","America/New_York"
"29365","34.98079","-82.16869","Lyman","SC","South Carolina","TRUE","","13971","307.1","45083","Spartanburg","{""45083"": 100}","Spartanburg","45083","FALSE","FALSE","America/New_York"
"29368","35.08262","-81.86281","Mayo","SC","South Carolina","TRUE","","207","270.4","45083","Spartanburg","{""45083"": 100}","Spartanburg","45083","FALSE","FALSE","America/New_York"
"29369","34.86535","-82.02207","Moore","SC","South Carolina","TRUE","","15223","209.2","45083","Spartanburg","{""45083"": 100}","Spartanburg","45083","FALSE","FALSE","America/New_York"
"29370","34.37315","-81.96816","Mountville","SC","South Carolina","TRUE","","658","5.5","45059","Laurens","{""45059"": 100}","Laurens","45059","FALSE","FALSE","America/New_York"
"29372","34.9059","-81.70878","Pacolet","SC","South Carolina","TRUE","","4159","37.7","45021","Cherokee","{""45021"": 42.36, ""45083"": 31.86, ""45087"": 25.78}","Cherokee|Spartanburg|Union","45021|45083|45087","FALSE","FALSE","America/New_York"
"29373","34.92442","-81.74276","Pacolet Mills","SC","South Carolina","TRUE","","287","350.6","45083","Spartanburg","{""45083"": 100}","Spartanburg","45083","FALSE","FALSE","America/New_York"
"29374","34.7861","-81.84854","Pauline","SC","South Carolina","TRUE","","3235","25.6","45083","Spartanburg","{""45083"": 90.18, ""45087"": 9.82}","Spartanburg|Union","45083|45087","FALSE","FALSE","America/New_York"
"29375","34.86049","-82.11386","Reidville","SC","South Carolina","TRUE","","71","223.5","45083","Spartanburg","{""45083"": 100}","Spartanburg","45083","FALSE","FALSE","America/New_York"
"29376","34.81564","-81.94921","Roebuck","SC","South Carolina","TRUE","","8746","87.6","45083","Spartanburg","{""45083"": 100}","Spartanburg","45083","FALSE","FALSE","America/New_York"
"29377","34.93036","-82.0971","Startex","SC","South Carolina","TRUE","","571","154.8","45083","Spartanburg","{""45083"": 100}","Spartanburg","45083","FALSE","FALSE","America/New_York"
"29378","34.96684","-81.96857","Una","SC","South Carolina","TRUE","","68","251.4","45083","Spartanburg","{""45083"": 100}","Spartanburg","45083","FALSE","FALSE","America/New_York"
"29379","34.68772","-81.60403","Union","SC","South Carolina","TRUE","","17569","28.0","45087","Union","{""45087"": 100}","Union","45087","FALSE","FALSE","America/New_York"
"29384","34.33976","-82.0904","Waterloo","SC","South Carolina","TRUE","","3442","31.0","45059","Laurens","{""45059"": 100}","Laurens","45059","FALSE","FALSE","America/New_York"
"29385","34.97623","-82.1024","Wellford","SC","South Carolina","TRUE","","7476","154.1","45083","Spartanburg","{""45083"": 100}","Spartanburg","45083","FALSE","FALSE","America/New_York"
"29388","34.76292","-82.04299","Woodruff","SC","South Carolina","TRUE","","15369","61.0","45083","Spartanburg","{""45083"": 94.23, ""45059"": 5.77}","Spartanburg|Laurens","45083|45059","FALSE","FALSE","America/New_York"
"29401","32.77868","-79.9354","Charleston","SC","South Carolina","TRUE","","8587","2160.8","45019","Charleston","{""45019"": 100}","Charleston","45019","FALSE","FALSE","America/New_York"
"29403","32.80347","-79.94561","Charleston","SC","South Carolina","TRUE","","22016","1574.7","45019","Charleston","{""45019"": 100}","Charleston","45019","FALSE","FALSE","America/New_York"
"29404","32.89783","-80.05246","Charleston Afb","SC","South Carolina","TRUE","","2312","176.7","45019","Charleston","{""45019"": 100}","Charleston","45019","FALSE","FALSE","America/New_York"
"29405","32.85207","-79.97903","North Charleston","SC","South Carolina","TRUE","","29087","765.0","45019","Charleston","{""45019"": 100}","Charleston","45019","FALSE","FALSE","America/New_York"
"29406","32.93417","-80.03083","Charleston","SC","South Carolina","TRUE","","33150","834.6","45019","Charleston","{""45019"": 96.96, ""45015"": 3.04}","Charleston|Berkeley","45019|45015","FALSE","FALSE","America/New_York"
"29407","32.79912","-79.99872","Charleston","SC","South Carolina","TRUE","","36294","911.8","45019","Charleston","{""45019"": 100}","Charleston","45019","FALSE","FALSE","America/New_York"
"29409","32.79662","-79.96072","Charleston","SC","South Carolina","TRUE","","2539","6693.5","45019","Charleston","{""45019"": 100}","Charleston","45019","FALSE","FALSE","America/New_York"
"29410","32.93258","-80.0056","Hanahan","SC","South Carolina","TRUE","","20260","748.5","45015","Berkeley","{""45015"": 100}","Berkeley","45015","FALSE","FALSE","America/New_York"
"29412","32.70979","-79.95115","Charleston","SC","South Carolina","TRUE","","41033","404.2","45019","Charleston","{""45019"": 100}","Charleston","45019","FALSE","FALSE","America/New_York"
"29414","32.84479","-80.10756","Charleston","SC","South Carolina","TRUE","","42665","336.3","45019","Charleston","{""45019"": 82.35, ""45035"": 17.65}","Charleston|Dorchester","45019|45035","FALSE","FALSE","America/New_York"
"29418","32.88896","-80.0644","North Charleston","SC","South Carolina","TRUE","","22425","654.6","45019","Charleston","{""45019"": 77.53, ""45035"": 22.47}","Charleston|Dorchester","45019|45035","FALSE","FALSE","America/New_York"
"29420","32.93202","-80.09938","North Charleston","SC","South Carolina","TRUE","","21711","835.8","45035","Dorchester","{""45035"": 59.87, ""45019"": 40.13}","Dorchester|Charleston","45035|45019","FALSE","FALSE","America/New_York"
"29424","32.78494","-79.93778","Charleston","SC","South Carolina","TRUE","","1140","11559.2","45019","Charleston","{""45019"": 100}","Charleston","45019","FALSE","FALSE","America/New_York"
"29425","32.78516","-79.94828","Charleston","SC","South Carolina","TRUE","","0","0.0","45019","Charleston","{""45019"": 100}","Charleston","45019","FALSE","FALSE","America/New_York"
"29426","32.79275","-80.37023","Adams Run","SC","South Carolina","TRUE","","1527","7.5","45019","Charleston","{""45019"": 83.53, ""45035"": 16.47}","Charleston|Dorchester","45019|45035","FALSE","FALSE","America/New_York"
"29429","32.98699","-79.68011","Awendaw","SC","South Carolina","TRUE","","4176","18.8","45019","Charleston","{""45019"": 100}","Charleston","45019","FALSE","FALSE","America/New_York"
"29431","33.27708","-79.87711","Bonneau","SC","South Carolina","TRUE","","6427","29.3","45015","Berkeley","{""45015"": 100}","Berkeley","45015","FALSE","FALSE","America/New_York"
"29432","33.2294","-80.81428","Branchville","SC","South Carolina","TRUE","","2625","8.4","45075","Orangeburg","{""45075"": 60.49, ""45009"": 32.53, ""45035"": 6.98}","Orangeburg|Bamberg|Dorchester","45075|45009|45035","FALSE","FALSE","America/New_York"
"29434","33.14027","-79.8453","Cordesville","SC","South Carolina","TRUE","","671","4.8","45015","Berkeley","{""45015"": 100}","Berkeley","45015","FALSE","FALSE","America/New_York"
"29435","32.9526","-80.4672","Cottageville","SC","South Carolina","TRUE","","4919","25.2","45029","Colleton","{""45029"": 100}","Colleton","45029","FALSE","FALSE","America/New_York"
"29436","33.31658","-80.18457","Cross","SC","South Carolina","TRUE","","4474","20.2","45015","Berkeley","{""45015"": 95.36, ""45075"": 4.64}","Berkeley|Orangeburg","45015|45075","FALSE","FALSE","America/New_York"
"29437","33.13673","-80.42319","Dorchester","SC","South Carolina","TRUE","","2214","10.2","45035","Dorchester","{""45035"": 100}","Dorchester","45035","FALSE","FALSE","America/New_York"
"29438","32.5722","-80.31893","Edisto Island","SC","South Carolina","TRUE","","2441","12.5","45019","Charleston","{""45019"": 91.95, ""45029"": 8.05}","Charleston|Colleton","45019|45029","FALSE","FALSE","America/New_York"
"29439","32.66636","-79.92902","Folly Beach","SC","South Carolina","TRUE","","944","125.3","45019","Charleston","{""45019"": 100}","Charleston","45019","FALSE","FALSE","America/New_York"
"29440","33.38229","-79.32908","Georgetown","SC","South Carolina","TRUE","","26866","19.8","45043","Georgetown","{""45043"": 99.47, ""45089"": 0.53}","Georgetown|Williamsburg","45043|45089","FALSE","FALSE","America/New_York"
"29445","32.9976","-79.98757","Goose Creek","SC","South Carolina","TRUE","","59809","402.3","45015","Berkeley","{""45015"": 100}","Berkeley","45015","FALSE","FALSE","America/New_York"
"29446","32.6281","-80.54028","Green Pond","SC","South Carolina","TRUE","","1202","2.6","45029","Colleton","{""45029"": 100}","Colleton","45029","FALSE","FALSE","America/New_York"
"29448","33.24062","-80.44639","Harleyville","SC","South Carolina","TRUE","","2769","18.0","45035","Dorchester","{""45035"": 100}","Dorchester","45035","FALSE","FALSE","America/New_York"
"29449","32.70183","-80.28038","Hollywood","SC","South Carolina","TRUE","","7936","40.6","45019","Charleston","{""45019"": 100}","Charleston","45019","FALSE","FALSE","America/New_York"
"29450","33.08731","-79.77164","Huger","SC","South Carolina","TRUE","","2569","6.1","45015","Berkeley","{""45015"": 94.49, ""45019"": 5.51}","Berkeley|Charleston","45015|45019","FALSE","FALSE","America/New_York"
"29451","32.81633","-79.75266","Isle Of Palms","SC","South Carolina","TRUE","","4383","185.6","45019","Charleston","{""45019"": 100}","Charleston","45019","FALSE","FALSE","America/New_York"
"29452","32.6997","-80.46998","Jacksonboro","SC","South Carolina","TRUE","","204","1.4","45029","Colleton","{""45029"": 100}","Colleton","45029","FALSE","FALSE","America/New_York"
"29453","33.21984","-79.61269","Jamestown","SC","South Carolina","TRUE","","1200","3.9","45015","Berkeley","{""45015"": 100}","Berkeley","45015","FALSE","FALSE","America/New_York"
"29455","32.68581","-80.08604","Johns Island","SC","South Carolina","TRUE","","24354","93.8","45019","Charleston","{""45019"": 100}","Charleston","45019","FALSE","FALSE","America/New_York"
"29456","32.98433","-80.11206","Ladson","SC","South Carolina","TRUE","","32237","689.1","45019","Charleston","{""45019"": 46.11, ""45015"": 28.72, ""45035"": 25.17}","Charleston|Berkeley|Dorchester","45019|45015|45035","FALSE","FALSE","America/New_York"
"29458","33.11922","-79.4872","McClellanville","SC","South Carolina","TRUE","","2624","9.0","45019","Charleston","{""45019"": 100}","Charleston","45019","FALSE","FALSE","America/New_York"
"29461","33.17009","-80.00773","Moncks Corner","SC","South Carolina","TRUE","","41317","97.1","45015","Berkeley","{""45015"": 100}","Berkeley","45015","FALSE","FALSE","America/New_York"
"29464","32.82082","-79.85583","Mount Pleasant","SC","South Carolina","TRUE","","51895","664.8","45019","Charleston","{""45019"": 100}","Charleston","45019","FALSE","FALSE","America/New_York"
"29466","32.87486","-79.78785","Mount Pleasant","SC","South Carolina","TRUE","","41434","548.3","45019","Charleston","{""45019"": 100}","Charleston","45019","FALSE","FALSE","America/New_York"
"29468","33.42624","-80.06856","Pineville","SC","South Carolina","TRUE","","1953","10.2","45015","Berkeley","{""45015"": 100}","Berkeley","45015","FALSE","FALSE","America/New_York"
"29469","33.24366","-80.13106","Pinopolis","SC","South Carolina","TRUE","","695","13.6","45015","Berkeley","{""45015"": 100}","Berkeley","45015","FALSE","FALSE","America/New_York"
"29470","32.81904","-80.23855","Ravenel","SC","South Carolina","TRUE","","4726","25.2","45019","Charleston","{""45019"": 66.26, ""45035"": 33.74}","Charleston|Dorchester","45019|45035","FALSE","FALSE","America/New_York"
"29471","33.18714","-80.66955","Reevesville","SC","South Carolina","TRUE","","1357","12.2","45035","Dorchester","{""45035"": 97.15, ""45075"": 2.85}","Dorchester|Orangeburg","45035|45075","FALSE","FALSE","America/New_York"
"29472","33.05379","-80.31928","Ridgeville","SC","South Carolina","TRUE","","11074","22.5","45035","Dorchester","{""45035"": 59.63, ""45015"": 32.32, ""45029"": 8.05}","Dorchester|Berkeley|Colleton","45035|45015|45029","FALSE","FALSE","America/New_York"
"29474","32.90833","-80.52448","Round O","SC","South Carolina","TRUE","","1720","6.6","45029","Colleton","{""45029"": 100}","Colleton","45029","FALSE","FALSE","America/New_York"
"29475","32.96687","-80.8189","Ruffin","SC","South Carolina","TRUE","","2222","8.8","45029","Colleton","{""45029"": 100}","Colleton","45029","FALSE","FALSE","America/New_York"
"29477","33.16626","-80.57176","Saint George","SC","South Carolina","TRUE","","7006","24.5","45035","Dorchester","{""45035"": 99.13, ""45075"": 0.87}","Dorchester|Orangeburg","45035|45075","FALSE","FALSE","America/New_York"
"29479","33.3808","-79.89499","Saint Stephen","SC","South Carolina","TRUE","","6704","28.5","45015","Berkeley","{""45015"": 100}","Berkeley","45015","FALSE","FALSE","America/New_York"
"29481","33.11382","-80.80301","Smoaks","SC","South Carolina","TRUE","","1641","7.2","45029","Colleton","{""45029"": 84.61, ""45009"": 15.39}","Colleton|Bamberg","45029|45009","FALSE","FALSE","America/New_York"
"29482","32.76845","-79.83556","Sullivans Island","SC","South Carolina","TRUE","","2220","343.1","45019","Charleston","{""45019"": 100}","Charleston","45019","FALSE","FALSE","America/New_York"
"29483","33.03126","-80.23205","Summerville","SC","South Carolina","TRUE","","55833","404.1","45035","Dorchester","{""45035"": 83.41, ""45015"": 16.28, ""45019"": 0.31}","Dorchester|Berkeley|Charleston","45035|45015|45019","FALSE","FALSE","America/New_York"
"29485","32.94398","-80.19362","Summerville","SC","South Carolina","TRUE","","60321","479.5","45035","Dorchester","{""45035"": 93.59, ""45019"": 6.41}","Dorchester|Charleston","45035|45019","FALSE","FALSE","America/New_York"
"29486","33.10744","-80.1458","Summerville","SC","South Carolina","TRUE","","40118","248.6","45015","Berkeley","{""45015"": 100}","Berkeley","45015","FALSE","FALSE","America/New_York"
"29487","32.65691","-80.18476","Wadmalaw Island","SC","South Carolina","TRUE","","2504","23.1","45019","Charleston","{""45019"": 100}","Charleston","45019","FALSE","FALSE","America/New_York"
"29488","32.90664","-80.67458","Walterboro","SC","South Carolina","TRUE","","21554","35.0","45029","Colleton","{""45029"": 100}","Colleton","45029","FALSE","FALSE","America/New_York"
"29492","32.91657","-79.87818","Charleston","SC","South Carolina","TRUE","","18865","138.0","45015","Berkeley","{""45015"": 100}","Berkeley","45015","FALSE","FALSE","America/New_York"
"29493","33.04536","-80.84276","Williams","SC","South Carolina","TRUE","","195","30.6","45029","Colleton","{""45029"": 100}","Colleton","45029","FALSE","FALSE","America/New_York"
"29501","34.20414","-79.82654","Florence","SC","South Carolina","TRUE","","47145","347.5","45041","Florence","{""45041"": 85.45, ""45031"": 14.55}","Florence|Darlington","45041|45031","FALSE","FALSE","America/New_York"
"29505","34.12348","-79.68974","Florence","SC","South Carolina","TRUE","","25355","192.5","45041","Florence","{""45041"": 100}","Florence","45041","FALSE","FALSE","America/New_York"
"29506","34.2103","-79.64432","Florence","SC","South Carolina","TRUE","","20733","66.3","45041","Florence","{""45041"": 97.95, ""45031"": 2.05}","Florence|Darlington","45041|45031","FALSE","FALSE","America/New_York"
"29510","33.45326","-79.61068","Andrews","SC","South Carolina","TRUE","","9527","11.8","45089","Williamsburg","{""45089"": 65.09, ""45043"": 34.91}","Williamsburg|Georgetown","45089|45043","FALSE","FALSE","America/New_York"
"29511","33.97519","-79.11043","Aynor","SC","South Carolina","TRUE","","5640","38.2","45051","Horry","{""45051"": 100}","Horry","45051","FALSE","FALSE","America/New_York"
"29512","34.62733","-79.71091","Bennettsville","SC","South Carolina","TRUE","","18131","32.3","45069","Marlboro","{""45069"": 100}","Marlboro","45069","FALSE","FALSE","America/New_York"
"29516","34.44323","-79.62414","Blenheim","SC","South Carolina","TRUE","","929","3.5","45069","Marlboro","{""45069"": 100}","Marlboro","45069","FALSE","FALSE","America/New_York"
"29518","33.7892","-79.84851","Cades","SC","South Carolina","TRUE","","870","7.1","45089","Williamsburg","{""45089"": 99.51, ""45027"": 0.49}","Williamsburg|Clarendon","45089|45027","FALSE","FALSE","America/New_York"
"29519","34.01622","-79.36048","Centenary","SC","South Carolina","TRUE","","328","28.7","45067","Marion","{""45067"": 100}","Marion","45067","FALSE","FALSE","America/New_York"
