"zip","lat","lng","city","state_id","state_name","zcta","parent_zcta","population","density","county_fips","county_name","county_weights","county_names_all","county_fips_all","imprecise","military","timezone"
"25235","38.66939","-81.08874","Chloe","WV","West Virginia","TRUE","","1141","11.0","54013","Calhoun","{""54013"": 88.84, ""54015"": 9.37, ""54007"": 1.79}","Calhoun|Clay|Braxton","54013|54015|54007","FALSE","FALSE","America/New_York"
"25239","38.84616","-81.83941","Cottageville","WV","West Virginia","TRUE","","1929","25.8","54035","Jackson","{""54035"": 84.0, ""54053"": 16.0}","Jackson|Mason","54035|54053","FALSE","FALSE","America/New_York"
"25241","38.78427","-81.80801","Evans","WV","West Virginia","TRUE","","1817","30.0","54035","Jackson","{""54035"": 71.19, ""54053"": 28.81}","Jackson|Mason","54035|54053","FALSE","FALSE","America/New_York"
"25243","38.67841","-81.48216","Gandeeville","WV","West Virginia","TRUE","","624","4.4","54087","Roane","{""54087"": 96.23, ""54035"": 3.77}","Roane|Jackson","54087|54035","FALSE","FALSE","America/New_York"
"25244","38.77068","-81.54237","Gay","WV","West Virginia","TRUE","","606","7.4","54035","Jackson","{""54035"": 67.12, ""54087"": 32.88}","Jackson|Roane","54035|54087","FALSE","FALSE","America/New_York"
"25245","38.69916","-81.7393","Given","WV","West Virginia","TRUE","","579","6.7","54035","Jackson","{""54035"": 84.89, ""54079"": 15.11}","Jackson|Putnam","54035|54079","FALSE","FALSE","America/New_York"
"25247","39.001","-81.98987","Hartford","WV","West Virginia","TRUE","","485","147.3","54053","Mason","{""54053"": 100}","Mason","54053","FALSE","FALSE","America/New_York"
"25248","38.64255","-81.61454","Kenna","WV","West Virginia","TRUE","","3775","22.1","54035","Jackson","{""54035"": 98.3, ""54039"": 1.7}","Jackson|Kanawha","54035|54039","FALSE","FALSE","America/New_York"
"25251","38.62119","-81.23173","Left Hand","WV","West Virginia","TRUE","","823","21.3","54087","Roane","{""54087"": 100}","Roane","54087","FALSE","FALSE","America/New_York"
"25252","38.88345","-81.53679","Le Roy","WV","West Virginia","TRUE","","1075","6.4","54035","Jackson","{""54035"": 55.55, ""54087"": 26.62, ""54105"": 17.83}","Jackson|Roane|Wirt","54035|54087|54105","FALSE","FALSE","America/New_York"
"25253","38.91947","-81.9669","Letart","WV","West Virginia","TRUE","","2189","17.9","54053","Mason","{""54053"": 100}","Mason","54053","FALSE","FALSE","America/New_York"
"25259","38.67465","-81.24836","Looneyville","WV","West Virginia","TRUE","","815","7.2","54087","Roane","{""54087"": 100}","Roane","54087","FALSE","FALSE","America/New_York"
"25260","39.01653","-82.02465","Mason","WV","West Virginia","TRUE","","1336","238.9","54053","Mason","{""54053"": 98.89, ""39105"": 1.11}","Mason|Meigs","54053|39105","FALSE","FALSE","America/New_York"
"25261","38.83027","-81.08886","Millstone","WV","West Virginia","TRUE","","48","1.9","54013","Calhoun","{""54013"": 100}","Calhoun","54013","FALSE","FALSE","America/New_York"
"25262","38.90751","-81.83219","Millwood","WV","West Virginia","TRUE","","1275","124.8","54035","Jackson","{""54035"": 100}","Jackson","54035","FALSE","FALSE","America/New_York"
"25264","38.85547","-81.89516","Mount Alto","WV","West Virginia","TRUE","","521","28.5","54053","Mason","{""54053"": 50.95, ""54035"": 49.05}","Mason|Jackson","54053|54035","FALSE","FALSE","America/New_York"
"25265","38.98129","-81.97356","New Haven","WV","West Virginia","TRUE","","1558","252.5","54053","Mason","{""54053"": 100}","Mason","54053","FALSE","FALSE","America/New_York"
"25266","38.60224","-81.1589","Newton","WV","West Virginia","TRUE","","737","8.1","54087","Roane","{""54087"": 100}","Roane","54087","FALSE","FALSE","America/New_York"
"25267","38.85778","-80.94187","Normantown","WV","West Virginia","TRUE","","472","2.5","54021","Gilmer","{""54021"": 90.34, ""54013"": 9.66}","Gilmer|Calhoun","54021|54013","FALSE","FALSE","America/New_York"
"25268","38.73969","-81.107","Orma","WV","West Virginia","TRUE","","662","6.5","54013","Calhoun","{""54013"": 100}","Calhoun","54013","FALSE","FALSE","America/New_York"
"25270","38.88174","-81.43395","Reedy","WV","West Virginia","TRUE","","820","7.7","54087","Roane","{""54087"": 90.03, ""54105"": 9.97}","Roane|Wirt","54087|54105","FALSE","FALSE","America/New_York"
"25271","38.78845","-81.68625","Ripley","WV","West Virginia","TRUE","","8388","33.9","54035","Jackson","{""54035"": 100}","Jackson","54035","FALSE","FALSE","America/New_York"
"25275","38.92451","-81.61687","Sandyville","WV","West Virginia","TRUE","","1569","10.0","54035","Jackson","{""54035"": 100}","Jackson","54035","FALSE","FALSE","America/New_York"
"25276","38.78803","-81.33203","Spencer","WV","West Virginia","TRUE","","7574","17.7","54087","Roane","{""54087"": 100}","Roane","54087","FALSE","FALSE","America/New_York"
"25285","38.54723","-81.1129","Wallback","WV","West Virginia","TRUE","","628","15.2","54015","Clay","{""54015"": 100}","Clay","54015","FALSE","FALSE","America/New_York"
"25286","38.62098","-81.39728","Walton","WV","West Virginia","TRUE","","1356","8.8","54087","Roane","{""54087"": 100}","Roane","54087","FALSE","FALSE","America/New_York"
"25287","38.96158","-82.04834","West Columbia","WV","West Virginia","TRUE","","1171","20.6","54053","Mason","{""54053"": 100}","Mason","54053","FALSE","FALSE","America/New_York"
"25301","38.35123","-81.62761","Charleston","WV","West Virginia","TRUE","","2428","699.2","54039","Kanawha","{""54039"": 100}","Kanawha","54039","FALSE","FALSE","America/New_York"
"25302","38.39053","-81.59879","Charleston","WV","West Virginia","TRUE","","13206","410.0","54039","Kanawha","{""54039"": 100}","Kanawha","54039","FALSE","FALSE","America/New_York"
"25303","38.36033","-81.68679","South Charleston","WV","West Virginia","TRUE","","7370","796.1","54039","Kanawha","{""54039"": 100}","Kanawha","54039","FALSE","FALSE","America/New_York"
"25304","38.30521","-81.59044","Charleston","WV","West Virginia","TRUE","","9146","365.7","54039","Kanawha","{""54039"": 100}","Kanawha","54039","FALSE","FALSE","America/New_York"
"25305","38.33682","-81.61313","Charleston","WV","West Virginia","TRUE","","0","0.0","54039","Kanawha","{""54039"": 100}","Kanawha","54039","FALSE","FALSE","America/New_York"
"25306","38.31071","-81.49087","Charleston","WV","West Virginia","TRUE","","6382","66.3","54039","Kanawha","{""54039"": 100}","Kanawha","54039","FALSE","FALSE","America/New_York"
"25309","38.31177","-81.75715","South Charleston","WV","West Virginia","TRUE","","12841","159.4","54039","Kanawha","{""54039"": 100}","Kanawha","54039","FALSE","FALSE","America/New_York"
"25311","38.36308","-81.55357","Charleston","WV","West Virginia","TRUE","","10391","156.2","54039","Kanawha","{""54039"": 100}","Kanawha","54039","FALSE","FALSE","America/New_York"
"25312","38.46156","-81.656","Charleston","WV","West Virginia","TRUE","","11013","59.9","54039","Kanawha","{""54039"": 100}","Kanawha","54039","FALSE","FALSE","America/New_York"
