"zip","lat","lng","city","state_id","state_name","zcta","parent_zcta","population","density","county_fips","county_name","county_weights","county_names_all","county_fips_all","imprecise","military","timezone"
"16141","40.87237","-80.3968","New Galilee","PA","Pennsylvania","TRUE","","1718","31.1","42073","Lawrence","{""42073"": 69.71, ""42007"": 30.29}","Lawrence|Beaver","42073|42007","FALSE","FALSE","America/New_York"
"16142","41.13908","-80.34084","New Wilmington","PA","Pennsylvania","TRUE","","5534","48.8","42085","Mercer","{""42085"": 62.26, ""42073"": 37.74}","Mercer|Lawrence","42085|42073","FALSE","FALSE","America/New_York"
"16143","41.10528","-80.45434","Pulaski","PA","Pennsylvania","TRUE","","1966","31.0","42073","Lawrence","{""42073"": 70.7, ""42085"": 29.3}","Lawrence|Mercer","42073|42085","FALSE","FALSE","America/New_York"
"16145","41.38574","-80.07422","Sandy Lake","PA","Pennsylvania","TRUE","","2616","21.5","42085","Mercer","{""42085"": 100}","Mercer","42085","FALSE","FALSE","America/New_York"
"16146","41.23478","-80.49932","Sharon","PA","Pennsylvania","TRUE","","13222","1281.0","42085","Mercer","{""42085"": 100}","Mercer","42085","FALSE","FALSE","America/New_York"
"16148","41.23147","-80.43199","Hermitage","PA","Pennsylvania","TRUE","","16693","204.5","42085","Mercer","{""42085"": 100}","Mercer","42085","FALSE","FALSE","America/New_York"
"16150","41.28687","-80.44509","Sharpsville","PA","Pennsylvania","TRUE","","7136","118.9","42085","Mercer","{""42085"": 100}","Mercer","42085","FALSE","FALSE","America/New_York"
"16151","41.4428","-80.2056","Sheakleyville","PA","Pennsylvania","TRUE","","89","450.6","42085","Mercer","{""42085"": 100}","Mercer","42085","FALSE","FALSE","America/New_York"
"16153","41.31845","-80.08122","Stoneboro","PA","Pennsylvania","TRUE","","2228","20.0","42085","Mercer","{""42085"": 86.59, ""42121"": 13.41}","Mercer|Venango","42085|42121","FALSE","FALSE","America/New_York"
"16154","41.32539","-80.42111","Transfer","PA","Pennsylvania","TRUE","","1961","28.0","42085","Mercer","{""42085"": 100}","Mercer","42085","FALSE","FALSE","America/New_York"
"16155","41.06771","-80.51073","Villa Maria","PA","Pennsylvania","TRUE","","131","74.7","42073","Lawrence","{""42073"": 100}","Lawrence","42073","FALSE","FALSE","America/New_York"
"16156","41.09702","-80.21943","Volant","PA","Pennsylvania","TRUE","","3275","24.7","42073","Lawrence","{""42073"": 78.68, ""42085"": 21.32}","Lawrence|Mercer","42073|42085","FALSE","FALSE","America/New_York"
"16157","40.88902","-80.33509","Wampum","PA","Pennsylvania","TRUE","","2872","44.3","42073","Lawrence","{""42073"": 82.0, ""42007"": 18.0}","Lawrence|Beaver","42073|42007","FALSE","FALSE","America/New_York"
"16159","41.15967","-80.46858","West Middlesex","PA","Pennsylvania","TRUE","","4585","63.1","42085","Mercer","{""42085"": 89.54, ""42073"": 10.46}","Mercer|Lawrence","42085|42073","FALSE","FALSE","America/New_York"
"16160","40.9283","-80.36235","West Pittsburg","PA","Pennsylvania","TRUE","","880","289.5","42073","Lawrence","{""42073"": 100}","Lawrence","42073","FALSE","FALSE","America/New_York"
"16161","41.20232","-80.49282","Wheatland","PA","Pennsylvania","TRUE","","581","717.0","42085","Mercer","{""42085"": 100}","Mercer","42085","FALSE","FALSE","America/New_York"
"16172","41.1177","-80.33105","New Wilmington","PA","Pennsylvania","TRUE","","767","3550.4","42073","Lawrence","{""42073"": 100}","Lawrence","42073","FALSE","FALSE","America/New_York"
"16201","40.80984","-79.47204","Kittanning","PA","Pennsylvania","TRUE","","16730","57.6","42005","Armstrong","{""42005"": 100}","Armstrong","42005","FALSE","FALSE","America/New_York"
"16210","40.89697","-79.519","Adrian","PA","Pennsylvania","TRUE","","767","13.2","42005","Armstrong","{""42005"": 100}","Armstrong","42005","FALSE","FALSE","America/New_York"
"16211","40.79436","-79.2023","Beyer","PA","Pennsylvania","TRUE","","66","24.7","42063","Indiana","{""42063"": 100}","Indiana","42063","FALSE","FALSE","America/New_York"
"16212","40.75239","-79.57795","Cadogan","PA","Pennsylvania","TRUE","","232","204.6","42005","Armstrong","{""42005"": 100}","Armstrong","42005","FALSE","FALSE","America/New_York"
"16213","41.12556","-79.55831","Callensburg","PA","Pennsylvania","TRUE","","125","403.6","42031","Clarion","{""42031"": 100}","Clarion","42031","FALSE","FALSE","America/New_York"
"16214","41.2008","-79.36046","Clarion","PA","Pennsylvania","TRUE","","8744","70.4","42031","Clarion","{""42031"": 100}","Clarion","42031","FALSE","FALSE","America/New_York"
"16217","41.34908","-79.18095","Cooksburg","PA","Pennsylvania","TRUE","","99","5.1","42053","Forest","{""42053"": 75.56, ""42031"": 24.32, ""42065"": 0.12}","Forest|Clarion|Jefferson","42053|42031|42065","FALSE","FALSE","America/New_York"
"16218","40.92705","-79.59325","Cowansville","PA","Pennsylvania","TRUE","","1241","17.7","42005","Armstrong","{""42005"": 100}","Armstrong","42005","FALSE","FALSE","America/New_York"
