"zip","lat","lng","city","state_id","state_name","zcta","parent_zcta","population","density","county_fips","county_name","county_weights","county_names_all","county_fips_all","imprecise","military","timezone"
"71065","31.81028","-93.49957","Pleasant Hill","LA","Louisiana","TRUE","","927","5.9","22085","Sabine","{""22085"": 84.06, ""22069"": 15.35, ""22031"": 0.59}","Sabine|Natchitoches|De Soto","22085|22069|22031","FALSE","FALSE","America/Chicago"
"71066","31.87478","-93.19829","Powhatan","LA","Louisiana","TRUE","","46","279.3","22069","Natchitoches","{""22069"": 100}","Natchitoches","22069","FALSE","FALSE","America/Chicago"
"71067","32.59836","-93.49118","Princeton","LA","Louisiana","TRUE","","3485","35.3","22015","Bossier","{""22015"": 92.26, ""22119"": 7.74}","Bossier|Webster","22015|22119","FALSE","FALSE","America/Chicago"
"71068","32.28464","-93.32186","Ringgold","LA","Louisiana","TRUE","","3684","9.9","22013","Bienville","{""22013"": 75.15, ""22081"": 24.85}","Bienville|Red River","22013|22081","FALSE","FALSE","America/Chicago"
"71069","32.9726","-93.9887","Rodessa","LA","Louisiana","TRUE","","513","6.7","22017","Caddo","{""22017"": 100}","Caddo","22017","FALSE","FALSE","America/Chicago"
"71070","32.08629","-92.99618","Saline","LA","Louisiana","TRUE","","1173","2.3","22069","Natchitoches","{""22069"": 70.4, ""22013"": 29.6}","Natchitoches|Bienville","22069|22013","FALSE","FALSE","America/Chicago"
"71071","32.91747","-93.45099","Sarepta","LA","Louisiana","TRUE","","2255","16.5","22119","Webster","{""22119"": 80.73, ""22015"": 19.27}","Webster|Bossier","22119|22015","FALSE","FALSE","America/Chicago"
"71072","32.9373","-93.31141","Shongaloo","LA","Louisiana","TRUE","","1480","5.9","22119","Webster","{""22119"": 100}","Webster","22119","FALSE","FALSE","America/Chicago"
"71073","32.5241","-93.30547","Sibley","LA","Louisiana","TRUE","","2390","30.9","22119","Webster","{""22119"": 100}","Webster","22119","FALSE","FALSE","America/Chicago"
"71075","32.99349","-93.49199","Springhill","LA","Louisiana","TRUE","","5884","64.5","22119","Webster","{""22119"": 71.39, ""22015"": 28.61}","Webster|Bossier","22119|22015","FALSE","FALSE","America/Chicago"
"71078","32.27721","-93.7976","Stonewall","LA","Louisiana","TRUE","","7295","69.8","22031","De Soto","{""22031"": 100}","De Soto","22031","FALSE","FALSE","America/Chicago"
"71079","32.94811","-92.81941","Summerfield","LA","Louisiana","TRUE","","35","0.4","22027","Claiborne","{""22027"": 100}","Claiborne","22027","FALSE","FALSE","America/Chicago"
"71082","32.84389","-93.97763","Vivian","LA","Louisiana","TRUE","","3941","19.4","22017","Caddo","{""22017"": 100}","Caddo","22017","FALSE","FALSE","America/Chicago"
"71101","32.5062","-93.74822","Shreveport","LA","Louisiana","TRUE","","6920","634.7","22017","Caddo","{""22017"": 100}","Caddo","22017","FALSE","FALSE","America/Chicago"
"71103","32.49154","-93.7717","Shreveport","LA","Louisiana","TRUE","","6093","603.6","22017","Caddo","{""22017"": 100}","Caddo","22017","FALSE","FALSE","America/Chicago"
